id,type,prompt,tokens,answers,is_hard,comment
11,gapFillLetter,,"[{""text"": ""а"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}]","[{""id"": 26, ""text"": ""о"", ""isCorrect"": false, ""index"": 2, ""task_id"": 11}, {""id"": 28, ""text"": ""е"", ""isCorrect"": true, ""index"": 1, ""task_id"": 11}, {""id"": 27, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 11}]",False,Необходимо запомнить!
12,gapFillLetter,,"[{""text"": ""и"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 30, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 12}, {""id"": 29, ""text"": ""о"", ""isCorrect"": false, ""index"": 3, ""task_id"": 12}, {""id"": 31, ""text"": ""е"", ""isCorrect"": true, ""index"": 2, ""task_id"": 12}]",False,Необходимо запомнить!
13,gapFillLetter,,"[{""text"": ""т"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}]","[{""id"": 33, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 13}, {""id"": 32, ""text"": ""о"", ""isCorrect"": false, ""index"": 2, ""task_id"": 13}, {""id"": 34, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 13}]",False,Необходимо запомнить!
14,gapFillLetter,,"[{""text"": ""г"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 36, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 14}, {""id"": 37, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 14}, {""id"": 35, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 14}]",False,Необходимо запомнить!
15,gapFillLetter,,"[{""text"": ""с"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 38, ""text"": ""е"", ""isCorrect"": false, ""index"": 4, ""task_id"": 15}, {""id"": 41, ""text"": ""и"", ""isCorrect"": true, ""index"": 1, ""task_id"": 15}, {""id"": 40, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 15}, {""id"": 39, ""text"": ""я"", ""isCorrect"": false, ""index"": 3, ""task_id"": 15}]",False,Необходимо запомнить!
16,gapFillLetter,,"[{""text"": ""к"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}]","[{""id"": 43, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 16}, {""id"": 44, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 16}, {""id"": 42, ""text"": ""о"", ""isCorrect"": false, ""index"": 2, ""task_id"": 16}]",False,Необходимо запомнить!
17,gapFillLetter,{task_text} (лай),"[{""text"": ""с"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 45, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 17}, {""id"": 47, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 17}, {""id"": 46, ""text"": ""а"", ""isCorrect"": false, ""index"": 3, ""task_id"": 17}]",False,Необходимо запомнить!
18,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 50, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 18}, {""id"": 51, ""text"": ""и"", ""isCorrect"": true, ""index"": 1, ""task_id"": 18}, {""id"": 49, ""text"": ""я"", ""isCorrect"": false, ""index"": 3, ""task_id"": 18}, {""id"": 48, ""text"": ""е"", ""isCorrect"": false, ""index"": 4, ""task_id"": 18}]",False,Необходимо запомнить!
19,gapFillLetter,,"[{""text"": ""а"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}]","[{""id"": 53, ""text"": ""а"", ""isCorrect"": true, ""index"": 1, ""task_id"": 19}, {""id"": 52, ""text"": ""о"", ""isCorrect"": false, ""index"": 2, ""task_id"": 19}]",False,Необходимо запомнить!
20,gapFillLetter,,"[{""text"": ""и"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 54, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 20}, {""id"": 57, ""text"": ""и"", ""isCorrect"": true, ""index"": 4, ""task_id"": 20}, {""id"": 55, ""text"": ""я"", ""isCorrect"": false, ""index"": 2, ""task_id"": 20}, {""id"": 56, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 20}]",False,Необходимо запомнить!
21,gapFillLetter,{task_text} (небо),"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}]","[{""id"": 58, ""text"": ""е"", ""isCorrect"": false, ""index"": 4, ""task_id"": 21}, {""id"": 59, ""text"": ""я"", ""isCorrect"": false, ""index"": 3, ""task_id"": 21}, {""id"": 60, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 21}, {""id"": 61, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 21}]",False,Необходимо запомнить!
22,gapFillLetter,,"[{""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 62, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 22}, {""id"": 64, ""text"": ""о"", ""isCorrect"": true, ""index"": 3, ""task_id"": 22}, {""id"": 63, ""text"": ""а"", ""isCorrect"": false, ""index"": 1, ""task_id"": 22}]",False,Необходимо запомнить!
23,gapFillLetter,,"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}]","[{""id"": 65, ""text"": ""о"", ""isCorrect"": false, ""index"": 2, ""task_id"": 23}, {""id"": 66, ""text"": ""а"", ""isCorrect"": true, ""index"": 1, ""task_id"": 23}]",False,Необходимо запомнить!
24,gapFillLetter,,"[{""text"": ""а"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 68, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 24}, {""id"": 69, ""text"": ""о"", ""isCorrect"": true, ""index"": 3, ""task_id"": 24}, {""id"": 67, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 24}]",False,Необходимо запомнить!
25,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}]","[{""id"": 72, ""text"": ""о"", ""isCorrect"": true, ""index"": 3, ""task_id"": 25}, {""id"": 71, ""text"": ""а"", ""isCorrect"": false, ""index"": 1, ""task_id"": 25}, {""id"": 70, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 25}]",False,Необходимо запомнить!
26,gapFillLetter,,"[{""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}]","[{""id"": 73, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 26}, {""id"": 74, ""text"": ""а"", ""isCorrect"": false, ""index"": 3, ""task_id"": 26}, {""id"": 75, ""text"": ""о"", ""isCorrect"": true, ""index"": 2, ""task_id"": 26}]",False,Необходимо запомнить!
27,gapFillLetter,{task_text} (грамота),"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""ё"", ""isBlank"": true}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}]","[{""id"": 76, ""text"": ""о"", ""isCorrect"": false, ""index"": 3, ""task_id"": 27}, {""id"": 78, ""text"": ""ё"", ""isCorrect"": true, ""index"": 1, ""task_id"": 27}, {""id"": 77, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 27}]",False,Необходимо запомнить!
28,gapFillLetter,,"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 81, ""text"": ""е"", ""isCorrect"": true, ""index"": 1, ""task_id"": 28}, {""id"": 80, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 28}, {""id"": 79, ""text"": ""о"", ""isCorrect"": false, ""index"": 3, ""task_id"": 28}]",False,Необходимо запомнить!
29,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}]","[{""id"": 83, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 29}, {""id"": 82, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 29}]",False,Необходимо запомнить!
30,gapFillLetter,,"[{""text"": ""г"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 84, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 30}, {""id"": 85, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 30}]",False,Необходимо запомнить!
31,gapFillLetter,,"[{""text"": ""г"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}]","[{""id"": 86, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 31}, {""id"": 87, ""text"": ""а"", ""isCorrect"": false, ""index"": 3, ""task_id"": 31}, {""id"": 88, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 31}]",False,Необходимо запомнить!
32,gapFillLetter,{task_text} (друзей),"[{""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}]","[{""id"": 90, ""text"": ""а"", ""isCorrect"": false, ""index"": 1, ""task_id"": 32}, {""id"": 89, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 32}, {""id"": 91, ""text"": ""о"", ""isCorrect"": true, ""index"": 3, ""task_id"": 32}]",False,Необходимо запомнить!
33,gapFillLetter,,"[{""text"": ""г"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 94, ""text"": ""о"", ""isCorrect"": true, ""index"": 3, ""task_id"": 33}, {""id"": 93, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 33}, {""id"": 92, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 33}]",False,Необходимо запомнить!
34,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 96, ""text"": ""я"", ""isCorrect"": false, ""index"": 2, ""task_id"": 34}, {""id"": 95, ""text"": ""е"", ""isCorrect"": false, ""index"": 4, ""task_id"": 34}, {""id"": 98, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 34}, {""id"": 97, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 34}]",False,Необходимо запомнить!
35,gapFillLetter,{task_text} (мечту),"[{""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 99, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 35}, {""id"": 100, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 35}, {""id"": 101, ""text"": ""е"", ""isCorrect"": true, ""index"": 2, ""task_id"": 35}]",False,Необходимо запомнить!
36,gapFillLetter,,"[{""text"": ""с"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}]","[{""id"": 102, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 36}, {""id"": 103, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 36}]",False,Необходимо запомнить!
