id,type,prompt,tokens,answers,is_hard,comment
2294,gapFillLetter,{task_text} (по классу),"[{""text"": ""д"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""ж"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": true}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7795, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2294}, {""id"": 7793, ""text"": ""я"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2294}, {""id"": 7794, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2294}, {""id"": 7792, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2294}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2295,gapFillLetter,,"[{""text"": ""з"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7796, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2295}, {""id"": 7798, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2295}, {""id"": 7797, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2295}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2296,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7801, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2296}, {""id"": 7799, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2296}, {""id"": 7800, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2296}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2297,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""г"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7803, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2297}, {""id"": 7802, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2297}, {""id"": 7804, ""text"": ""ы"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2297}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2298,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7808, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2298}, {""id"": 7805, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2298}, {""id"": 7806, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2298}, {""id"": 7807, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2298}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2299,gapFillLetter,,"[{""text"": ""к"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": true}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}]","[{""id"": 7810, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2299}, {""id"": 7811, ""text"": ""у"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2299}, {""id"": 7812, ""text"": ""я"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2299}, {""id"": 7809, ""text"": ""ю"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2299}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2300,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7815, ""text"": ""ё"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2300}, {""id"": 7814, ""text"": ""е"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2300}, {""id"": 7813, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2300}, {""id"": 7816, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2300}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2301,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7817, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2301}, {""id"": 7818, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2301}, {""id"": 7819, ""text"": ""ы"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2301}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2302,gapFillLetter,{task_text} (на всех),"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}]","[{""id"": 7820, ""text"": ""е"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2302}, {""id"": 7822, ""text"": ""ё"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2302}, {""id"": 7821, ""text"": ""ю"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2302}, {""id"": 7823, ""text"": ""и"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2302}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2303,gapFillLetter,,"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7825, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2303}, {""id"": 7826, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2303}, {""id"": 7824, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2303}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2304,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7829, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2304}, {""id"": 7828, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2304}, {""id"": 7827, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2304}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2305,gapFillLetter,,"[{""text"": ""д"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": true}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7830, ""text"": ""я"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2305}, {""id"": 7833, ""text"": ""ю"", ""isCorrect"": true, ""index"": 4, ""task_id"": 2305}, {""id"": 7831, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2305}, {""id"": 7832, ""text"": ""у"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2305}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2306,gapFillLetter,,"[{""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": true}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7835, ""text"": ""я"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2306}, {""id"": 7836, ""text"": ""у"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2306}, {""id"": 7837, ""text"": ""ю"", ""isCorrect"": true, ""index"": 4, ""task_id"": 2306}, {""id"": 7834, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2306}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2307,gapFillLetter,,"[{""text"": ""м"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": true}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7840, ""text"": ""ё"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2307}, {""id"": 7838, ""text"": ""у"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2307}, {""id"": 7839, ""text"": ""я"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2307}, {""id"": 7841, ""text"": ""ю"", ""isCorrect"": true, ""index"": 4, ""task_id"": 2307}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2308,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7842, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2308}, {""id"": 7843, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2308}, {""id"": 7844, ""text"": ""ы"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2308}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2309,gapFillLetter,,"[{""text"": ""д"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""ж"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7847, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2309}, {""id"": 7846, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2309}, {""id"": 7845, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2309}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2310,gapFillLetter,,"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""ж"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7849, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2310}, {""id"": 7848, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2310}, {""id"": 7850, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2310}, {""id"": 7851, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2310}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2311,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7854, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2311}, {""id"": 7853, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2311}, {""id"": 7852, ""text"": ""и"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2311}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2312,gapFillLetter,,"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7857, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2312}, {""id"": 7855, ""text"": ""ю"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2312}, {""id"": 7858, ""text"": ""ё"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2312}, {""id"": 7856, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2312}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2313,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 7859, ""text"": ""е"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2313}, {""id"": 7862, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2313}, {""id"": 7861, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2313}, {""id"": 7860, ""text"": ""ё"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2313}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2314,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 7866, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2314}, {""id"": 7864, ""text"": ""е"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2314}, {""id"": 7865, ""text"": ""ё"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2314}, {""id"": 7863, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2314}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
2315,gapFillLetter,{task_text} (препараты),"[{""text"": ""д"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""г"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": true}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}]","[{""id"": 7868, ""text"": ""я"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2315}, {""id"": 7867, ""text"": ""ю"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2315}, {""id"": 7870, ""text"": ""е"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2315}, {""id"": 7869, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2315}]",False,Объяснения в разработке. Но уже скоро тут появятся =)
