id,type,prompt,tokens,answers,is_hard,comment
1378,gapFillLetter,,"[{""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}]","[{""id"": 5185, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1378}, {""id"": 5186, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1378}]",False,"После проверемой буквы стоит глухой согласный звук ""ч"", значит пишется буква ""с"""
1379,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5188, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1379}, {""id"": 5187, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1379}]",False,"Приставка ""нис"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1380,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5190, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1380}, {""id"": 5189, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1380}]",False,"Приставка ""нис"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1381,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""г"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5192, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1381}, {""id"": 5191, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1381}]",False,"Приставка ""нис"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1382,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": false}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5193, ""text"": ""с"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1382}, {""id"": 5194, ""text"": ""з"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1382}]",False,"Приставка ""нис"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1383,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5196, ""text"": ""з"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1383}, {""id"": 5195, ""text"": ""с"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1383}]",False,"Приставка ""бес"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1384,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5198, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1384}, {""id"": 5197, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1384}]",False,"Приставка ""бес"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1385,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5199, ""text"": ""с"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1385}, {""id"": 5200, ""text"": ""з"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1385}]",False,"Приставка ""бес"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1386,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5201, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1386}, {""id"": 5202, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1386}]",False,"Приставка ""бес"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1387,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5204, ""text"": ""з"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1387}, {""id"": 5203, ""text"": ""с"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1387}]",False,"Приставка ""бес"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1388,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5205, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1388}, {""id"": 5206, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1388}]",False,"Приставка ""бес"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1389,gapFillLetter,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5208, ""text"": ""с"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1389}, {""id"": 5207, ""text"": ""з"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1389}]",False,"Приставка ""бес"". Пишется буква ""с"", так как после идёт согласный глухой звук"
1390,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5209, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1390}, {""id"": 5210, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1390}, {""id"": 5211, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 1390}]",False,Необходимо запомнить!
1391,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5212, ""text"": ""и"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1391}, {""id"": 5214, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1391}, {""id"": 5213, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1391}]",False,Необходимо запомнить! 
1392,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}]","[{""id"": 5216, ""text"": ""ы"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1392}, {""id"": 5215, ""text"": ""и"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1392}, {""id"": 5217, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1392}]",False,"приставка ""при"" в значении ""слегка"""
1393,gapFillLetter,,"[{""text"": ""и"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ъ"", ""isBlank"": true}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}]","[{""id"": 5219, ""text"": ""ь"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1393}, {""id"": 5218, ""text"": ""ъ"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1393}]",False,"Иноязычная приствка ""ин"". Оканчивается на согласную, и стоит перед гласной Е, значит пишется ""ъ"""
1394,gapFillLetter,{task_text} (язык),"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 5221, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1394}, {""id"": 5220, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1394}]",False,"Приставка ""пра"", имеет значение ""древний"""
1395,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}]","[{""id"": 5223, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1395}, {""id"": 5222, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1395}]",False,"Приставка ""пра"", имеет значение ""древний"""
1396,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}]","[{""id"": 5225, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1396}, {""id"": 5224, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1396}]",False,"Приставка ""пра"", имеет значение ""древний"""
1397,gapFillLetter,,"[{""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""я"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}]","[{""id"": 5227, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1397}, {""id"": 5226, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1397}]",False,"Приставка ""пра"", имеет значение ""древний"""
1398,gapFillLetter,,"[{""text"": ""с"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}]","[{""id"": 5228, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1398}, {""id"": 5230, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1398}, {""id"": 5229, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1398}]",False,"приставка ""со"". Приставки ""са"" не существует"
1399,gapFillLetter,,"[{""text"": ""с"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}]","[{""id"": 5231, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1399}, {""id"": 5232, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1399}, {""id"": 5233, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1399}]",False,"приставка ""со"". Приставки ""са"" не существует"
1400,gapFillLetter,,"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5235, ""text"": ""о"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1400}, {""id"": 5234, ""text"": ""а"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1400}]",False,"Приставка ""рас"". В приставках ""раз/рас"", если ударение не падает, пишется буква ""а"""
1401,gapFillLetter,,"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 5237, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1401}, {""id"": 5236, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1401}]",False,"Приставка ""рас"". В приставках ""раз/рас"", если ударение не падает, пишется буква ""а"""
