id,type,prompt,tokens,answers,is_hard,comment
2008,gapFillLetter,{task_text} (пиджак),"[{""text"": ""з"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6757, ""text"": ""е"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2008}, {""id"": 6759, ""text"": ""ю"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2008}, {""id"": 6760, ""text"": ""ё"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2008}, {""id"": 6758, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2008}]",False,В прилагательном суффикс -ЕВ-  (без ударения) пишется с буквой Е.
2009,gapFillLetter,,"[{""text"": ""с"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6761, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2009}, {""id"": 6763, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2009}, {""id"": 6764, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2009}, {""id"": 6762, ""text"": ""е"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2009}]",False,В прилагательном суффикс -ЕВ-  (без ударения) пишется с буквой Е.
2010,gapFillLetter,,"[{""text"": ""ф"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": true}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6767, ""text"": ""з"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2010}, {""id"": 6765, ""text"": ""с"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2010}, {""id"": 6766, ""text"": ""ц"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2010}]",False,"Полное прилагательное (без краткой формы), от существительного ""француз"" (не на -к/-ц/-ч).  Поэтому пишем суффикс -ск-."
2011,gapFillLetter,,"[{""text"": ""к"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6770, ""text"": ""о"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2011}, {""id"": 6771, ""text"": ""у"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2011}, {""id"": 6768, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2011}, {""id"": 6769, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2011}]",False,Прилагательное имеет неизменяемый суффикс -ЧАТ-.  (Запомни это!)
2012,gapFillLetter,,"[{""text"": ""д"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""х"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6773, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2012}, {""id"": 6775, ""text"": ""е"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2012}, {""id"": 6774, ""text"": ""о"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2012}, {""id"": 6772, ""text"": ""у"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2012}]",False,Прилагательное имеет неизменяемый суффикс -ЧАТ-.  (Запомни это!)
2013,gapFillLetter,,"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": false}, {""text"": ""щ"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6777, ""text"": ""е"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2013}, {""id"": 6776, ""text"": ""ю"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2013}, {""id"": 6778, ""text"": ""ё"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2013}, {""id"": 6779, ""text"": ""и"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2013}]",False,"В причастии «обуреваемый» пишется «е», так как оно образовано от глагола совершенного вида «обуревать». Это исключение из правил, его нужно запомнить."
2014,gapFillLetter,,"[{""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""я"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6782, ""text"": ""я"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2014}, {""id"": 6783, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2014}, {""id"": 6781, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2014}, {""id"": 6780, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2014}]",False,"В прилагательном пишется -ЯН-, поскольку суффикс происходит от существительного, содержит одну Н (не -ЕНН-)."
2015,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}]","[{""id"": 6784, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2015}, {""id"": 6787, ""text"": ""е"", ""isCorrect"": true, ""index"": 4, ""task_id"": 2015}, {""id"": 6786, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2015}, {""id"": 6785, ""text"": ""ю"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2015}]",False,"Суффикс -ЕЧК- в слове «времечко» пишется потому, что  аналог с суффиксом -ИЦ- («времице») невозможен."
2016,gapFillLetter,{task_text} (вопрос),"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""ё"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6791, ""text"": ""я"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2016}, {""id"": 6790, ""text"": ""о"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2016}, {""id"": 6789, ""text"": ""ё"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2016}, {""id"": 6788, ""text"": ""е"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2016}]",False,"В страдательных причастиях прошедшего времени, под ударением, пишем -ённ-.  (Например: решённый)."
2017,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""ё"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}]","[{""id"": 6795, ""text"": ""я"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2017}, {""id"": 6794, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2017}, {""id"": 6792, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2017}, {""id"": 6793, ""text"": ""ё"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2017}]",False,"Отглагольные существительные пишутся с -ева-/-ова-, если исходный глагол совершенного вида (ночевать — ночёвка)."
2018,gapFillLetter,,"[{""text"": ""к"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""ц"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}]","[{""id"": 6796, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2018}, {""id"": 6798, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2018}, {""id"": 6797, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2018}]",False,"Существительное ср. рода,  -ИЦ- пишется потому, что ударение — на корне.  (Ударение предшествует суффиксу)"
2019,gapFillLetter,,"[{""text"": ""н"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6799, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2019}, {""id"": 6801, ""text"": ""и"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2019}, {""id"": 6800, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2019}]",False,"В прилагательном «смеливый» пишется И, поскольку  суффикс -лив- правильный, а -лев- — нет. Корень — «сме»."
2020,gapFillLetter,,"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 6803, ""text"": ""и"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2020}, {""id"": 6804, ""text"": ""ё"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2020}, {""id"": 6805, ""text"": ""ю"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2020}, {""id"": 6802, ""text"": ""е"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2020}]",False,"В слове ""одолЕвать"" -Е- пишется потому что, после удаления суффикса ""-ва-"", остаётся ""одолЕть"" (проверочное слово).  Ударение падает на -Е-."
2021,gapFillLetter,,"[{""text"": ""р"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""б"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6807, ""text"": ""ю"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2021}, {""id"": 6806, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2021}, {""id"": 6808, ""text"": ""и"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2021}, {""id"": 6809, ""text"": ""е"", ""isCorrect"": true, ""index"": 4, ""task_id"": 2021}]",False,"В прилагательных типа «рубашечный», суффикс -ЕЧ- пишется после шипящих согласных.  (Правило для суффиксов прилагательных после шипящих)."
2022,gapFillLetter,,"[{""text"": ""м"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""г"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6810, ""text"": ""и"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2022}, {""id"": 6812, ""text"": ""ё"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2022}, {""id"": 6813, ""text"": ""е"", ""isCorrect"": true, ""index"": 4, ""task_id"": 2022}, {""id"": 6811, ""text"": ""ю"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2022}]",False,"В прилагательном с суффиксом -ЕВ- пишем ""Е"", поскольку он безударный. (Правило: безударные суффиксы прилагательных пишутся согласно произношению)"
2023,gapFillLetter,,"[{""text"": ""з"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ш"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6814, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2023}, {""id"": 6816, ""text"": ""е"", ""isCorrect"": true, ""index"": 3, ""task_id"": 2023}, {""id"": 6817, ""text"": ""и"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2023}, {""id"": 6815, ""text"": ""ю"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2023}]",False,"Причастия от глаголов-исключений, таких как «затмевать», сохраняют безударную гласную основы (е).  Запомни это!"
2024,gapFillLetter,,"[{""text"": ""м"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}, {""text"": ""к"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6818, ""text"": ""ё"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2024}, {""id"": 6820, ""text"": ""ю"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2024}, {""id"": 6819, ""text"": ""е"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2024}, {""id"": 6821, ""text"": ""и"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2024}]",False,"Прилагательное:  пишется -ЕНЬК-, а не -Иньк-, поскольку последнего варианта нет в русском языке."
2025,gapFillLetter,,"[{""text"": ""к"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""ю"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""к"", ""isBlank"": false}]","[{""id"": 6824, ""text"": ""У"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2025}, {""id"": 6825, ""text"": ""е"", ""isCorrect"": false, ""index"": 4, ""task_id"": 2025}, {""id"": 6823, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2025}, {""id"": 6822, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2025}]",False,"В суффиксах существительных (не от глаголов), после шипящих, под ударением — «О» (-ОК-).  Например: ключОк."
2026,gapFillLetter,,"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""м"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ч"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ь"", ""isBlank"": false}]","[{""id"": 6827, ""text"": ""и"", ""isCorrect"": true, ""index"": 2, ""task_id"": 2026}, {""id"": 6826, ""text"": ""ы"", ""isCorrect"": false, ""index"": 1, ""task_id"": 2026}, {""id"": 6828, ""text"": ""е"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2026}]",False,"В корне ""опрометчивый"" пишется буква ""о"",  так как  она  проверяется  родственными  словами (опрометчивость).  Запоминание облегчит правильное написание."
2027,gapFillLetter,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""ж"", ""isBlank"": false}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""й"", ""isBlank"": false}]","[{""id"": 6830, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 2027}, {""id"": 6831, ""text"": ""ы"", ""isCorrect"": false, ""index"": 3, ""task_id"": 2027}, {""id"": 6829, ""text"": ""и"", ""isCorrect"": true, ""index"": 1, ""task_id"": 2027}]",False,"(Прилагательное) вежливый:  корень -ВЕЖЛИВ-, суффикс -ый.  Пишем -И-, так как это неизменяемый суффикс -ЛИВ-."
